subject,snippet,from_domain,label
Uber Careers — Data Scientist,"We value your interest in joining Uber. At this time, unfortunately. Thank you for your interest in our company and for applying.",successfactors.com,REJECTED
Update on your application — Palantir,"Thank you for considering Palantir as a potential employer. Unfortunately, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Notion: Hiring decision for Data Scientist,"We appreciate your application for the Data Scientist role at Notion. Unfortunately, your application was not selected. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Tesla Recruiting Team — Update,"Thank you for taking the time to apply to Tesla. After reviewing your application, we have chosen to move forward with other candidates. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Application outcome — Shopify,"Thank you for considering Shopify as a potential employer. Unfortunately, we have decided not to proceed. We wish you success in your future job search.",jobs.company.com,REJECTED
Okta — Application Status (Software Engineer),"Thank you for your interest in the Software Engineer position at Okta. After careful consideration, we have chosen to move forward with other candidates. We wish you success in your future job search.",noreply.workday.com,REJECTED
Palantir — Application Status (Site Reliability Engineer),"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We wish you success in your future job search.",noreply.workday.com,REJECTED
VMware — Application Status (QA Engineer),Thank you for your application to the QA Engineer position. We regret to inform you that your application was not selected. We encourage you to apply again in the future if another role aligns with your experience.,lever.co,REJECTED
Regarding your application at Uber,"We value your interest in joining Uber. At this time, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",notifications.lever.co,REJECTED
Your Snowflake application,Thank you for your application to the Solutions Engineer position. We regret to inform you that we have concluded our hiring process. We wish you success in your future job search.,smartrecruiters.com,REJECTED
Your Amazon application,"Thank you for considering Amazon as a potential employer. Unfortunately, we have chosen to move forward with other candidates. Thank you for your interest in our company and for applying.",jobs.company.com,REJECTED
Regarding your application at Palantir,Thank you for your application to the Data Analyst position. We regret to inform you that the position has been filled. We appreciate the time and effort you invested in your application.,noreply.greenhouse.io,REJECTED
Palantir — Application Status (Applied Scientist),"After careful review of your background and experience, we regret to inform you. Thank you for your interest in our company and for applying.",successfactors.com,REJECTED
Update on your application — Oracle,"We appreciate your application for the Solutions Engineer role at Oracle. Unfortunately, the position has been filled. We appreciate the time and effort you invested in your application.",noreply.workday.com,REJECTED
Regarding your application at Meta,"Thank you for your interest in the Software Engineer position at Meta. After careful consideration, we regret to inform you. We wish you success in your future job search.",recruiting.company.com,REJECTED
Google — Application Status (Data Analyst),"Thank you for considering Google as a potential employer. Unfortunately, we regret to inform you. We appreciate the time and effort you invested in your application.",jobs.company.com,REJECTED
Meta Careers — Full‑Stack Engineer,"We value your interest in joining Meta. At this time, we have concluded our hiring process. Thank you for your interest in our company and for applying.",taleo.net,REJECTED
Update on your application — Microsoft,Thank you for your application to the ML Engineer position. We regret to inform you that we will not be progressing with your application. We appreciate the time and effort you invested in your application.,smartrecruiters.com,REJECTED
Application outcome — Figma,"We appreciate your application for the Data Analyst role at Figma. Unfortunately, the position has been filled. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Amazon Careers — Frontend Engineer,"Thank you for your interest in the Frontend Engineer position at Amazon. After careful consideration, we regret to inform you. Thank you for your interest in our company and for applying.",careers.company.com,REJECTED
Meta Careers — Site Reliability Engineer,"Thank you for your interest in the Site Reliability Engineer position at Meta. After careful consideration, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your app",recruiting.company.com,REJECTED
Amazon Recruiting Team — Update,"We appreciate your application for the Data Scientist role at Amazon. Unfortunately, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Regarding your application at VMware,"We value your interest in joining VMware. At this time, unfortunately. We wish you success in your future job search.",myworkday.com,REJECTED
Update on your application — Microsoft,"We appreciate your application for the Backend Engineer role at Microsoft. Unfortunately, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",taleo.net,REJECTED
Update on your application — Stripe,"After careful review of your background and experience, we have concluded our hiring process. We encourage you to apply again in the future if another role aligns with your experience.",taleo.net,REJECTED
Regarding your application at Notion,"We value your interest in joining Notion. At this time, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",noreply.workday.com,REJECTED
Update on your application — Apple,"Thank you for taking the time to apply to Apple. After reviewing your application, we have decided not to proceed. Thank you for your interest in our company and for applying.",taleo.net,REJECTED
Notion — Application Status (Security Engineer),"After careful review of your background and experience, unfortunately. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Uber — Application Status (Frontend Engineer),Thank you for your application to the Frontend Engineer position. We regret to inform you that we have concluded our hiring process. We appreciate your interest and wish you the best in your career journey.,jobs.company.com,REJECTED
Application outcome — Coinbase,"We value your interest in joining Coinbase. At this time, your application was not selected. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Okta — Application Status (Full‑Stack Engineer),"Thank you for taking the time to apply to Okta. After reviewing your application, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",noreply.workday.com,REJECTED
Your Palantir application,"We value your interest in joining Palantir. At this time, we will not be progressing with your application. Thank you for your interest in our company and for applying.",successfactors.com,REJECTED
Regarding your application at ServiceNow,"Thank you for your interest in the Applied Scientist position at ServiceNow. After careful consideration, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",noreply.greenhouse.io,REJECTED
Your Nvidia application,"Thank you for taking the time to apply to Nvidia. After reviewing your application, the position has been filled. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Regarding your application at Stripe,"We value your interest in joining Stripe. At this time, we have chosen to move forward with other candidates. Thank you for your interest in our company and for applying.",successfactors.com,REJECTED
Okta: Hiring decision for QA Engineer,"Thank you for your interest in the QA Engineer position at Okta. After careful consideration, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",recruiting.company.com,REJECTED
Cisco Recruiting Team — Update,"Thank you for your interest in the Software Engineer position at Cisco. After careful consideration, unfortunately. We appreciate your interest and wish you the best in your career journey.",careers.company.com,REJECTED
Update on your application — Twilio,"We appreciate your application for the Backend Engineer role at Twilio. Unfortunately, your application was not selected. We appreciate the time and effort you invested in your application.",taleo.net,REJECTED
Regarding your application at Shopify,"We appreciate the opportunity to review your application. However, we will not be moving forward. We wish you success in your future job search.",notifications.lever.co,REJECTED
Okta — Application Status (Applied Scientist),"We appreciate the opportunity to review your application. However, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",workday.com,REJECTED
Salesforce: Hiring decision for Frontend Engineer,"We appreciate the opportunity to review your application. However, unfortunately. Thank you for your interest in our company and for applying.",careers.company.com,REJECTED
Regarding your application at Meta,"We value your interest in joining Meta. At this time, we regret to inform you. We appreciate the time and effort you invested in your application.",workday.com,REJECTED
Oracle: Hiring decision for Solutions Engineer,"We value your interest in joining Oracle. At this time, we have concluded our hiring process. We encourage you to apply again in the future if another role aligns with your experience.",jobs.company.com,REJECTED
Application outcome — Coinbase,"After careful review of your background and experience, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Snowflake: Hiring decision for Software Engineer,"We appreciate your application for the Software Engineer role at Snowflake. Unfortunately, unfortunately. Thank you for your interest in our company and for applying.",notifications.lever.co,REJECTED
Meta Recruiting Team — Update,"We appreciate your application for the QA Engineer role at Meta. Unfortunately, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Your Figma application,"We value your interest in joining Figma. At this time, unfortunately. Thank you for your interest in our company and for applying.",noreply.greenhouse.io,REJECTED
LinkedIn: Hiring decision for Security Engineer,"After careful review of your background and experience, your application was not selected. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Update on your application — Microsoft,"We appreciate your application for the DevOps Engineer role at Microsoft. Unfortunately, the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.",careers.company.com,REJECTED
Snowflake — Application Status (Data Scientist),"Thank you for your interest in the Data Scientist position at Snowflake. After careful consideration, we have decided not to proceed. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Tesla: Hiring decision for Security Engineer,"Thank you for your interest in the Security Engineer position at Tesla. After careful consideration, we regret to inform you. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Databricks: Hiring decision for Backend Engineer,"We appreciate your application for the Backend Engineer role at Databricks. Unfortunately, your application was not selected. Thank you for your interest in our company and for applying.",greenhouse.io,REJECTED
Your Netflix application,"We appreciate your application for the Data Scientist role at Netflix. Unfortunately, the position has been filled. Thank you for your interest in our company and for applying.",jobs.company.com,REJECTED
Regarding your application at Adobe,"We value your interest in joining Adobe. At this time, unfortunately. We appreciate your interest and wish you the best in your career journey.",greenhouse.io,REJECTED
Regarding your application at Oracle,"We appreciate your application for the QA Engineer role at Oracle. Unfortunately, unfortunately. Thank you for your interest in our company and for applying.",myworkday.com,REJECTED
Application outcome — Airbnb,"We value your interest in joining Airbnb. At this time, we will not be moving forward. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Application outcome — Notion,"Thank you for your interest in the Solutions Engineer position at Notion. After careful consideration, the position has been filled. We encourage you to apply again in the future if another role aligns with your experien",taleo.net,REJECTED
Regarding your application at DoorDash,Thank you for your application to the QA Engineer position. We regret to inform you that we regret to inform you. We wish you success in your future job search.,icims.com,REJECTED
Regarding your application at Cisco,Thank you for your application to the Product Manager position. We regret to inform you that your application was not selected. We wish you success in your future job search.,recruiting.company.com,REJECTED
Airbnb — Application Status (Solutions Engineer),"Thank you for taking the time to apply to Airbnb. After reviewing your application, we will not be progressing with your application. We encourage you to apply again in the future if another role aligns with your experie",icims.com,REJECTED
Application outcome — Notion,"Thank you for your interest in the Data Scientist position at Notion. After careful consideration, we have chosen to move forward with other candidates. We encourage you to apply again in the future if another role align",successfactors.com,REJECTED
Palantir Careers — Site Reliability Engineer,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",smartrecruiters.com,REJECTED
Your Meta application,"We appreciate the opportunity to review your application. However, your application was not selected. We wish you success in your future job search.",greenhouse.io,REJECTED
Update on your application — Bloomberg,"After careful review of your background and experience, we regret to inform you. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
VMware Recruiting Team — Update,"Thank you for taking the time to apply to VMware. After reviewing your application, we have decided not to proceed. Thank you for your interest in our company and for applying.",smartrecruiters.com,REJECTED
Update on your application — Cisco,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We encourage you to apply again in the future if another role aligns with your experience.",lever.co,REJECTED
Your DoorDash application,"Thank you for your interest in the Data Scientist position at DoorDash. After careful consideration, we have chosen to move forward with other candidates. We encourage you to apply again in the future if another role ali",notifications.lever.co,REJECTED
Application outcome — LinkedIn,"We value your interest in joining LinkedIn. At this time, we will not be moving forward. We appreciate the time and effort you invested in your application.",myworkday.com,REJECTED
Atlassian: Hiring decision for Applied Scientist,"We appreciate your application for the Applied Scientist role at Atlassian. Unfortunately, the position has been filled. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
ServiceNow Recruiting Team — Update,"Thank you for taking the time to apply to ServiceNow. After reviewing your application, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",greenhouse.io,REJECTED
Regarding your application at Microsoft,"Thank you for taking the time to apply to Microsoft. After reviewing your application, we have decided not to proceed. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Microsoft: Hiring decision for DevOps Engineer,"We value your interest in joining Microsoft. At this time, the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.",successfactors.com,REJECTED
Notion Recruiting Team — Update,"We appreciate the opportunity to review your application. However, unfortunately. We appreciate the time and effort you invested in your application.",greenhouse.io,REJECTED
Regarding your application at Google,"Thank you for taking the time to apply to Google. After reviewing your application, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",noreply.greenhouse.io,REJECTED
Application outcome — Amazon,"Thank you for taking the time to apply to Amazon. After reviewing your application, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Regarding your application at Coinbase,"Thank you for your interest in the Data Scientist position at Coinbase. After careful consideration, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experienc",careers.company.com,REJECTED
Your Cisco application,"We value your interest in joining Cisco. At this time, we will not be moving forward. We wish you success in your future job search.",notifications.lever.co,REJECTED
Application outcome — Apple,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Application outcome — Palantir,"Thank you for considering Palantir as a potential employer. Unfortunately, we will not be moving forward. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Your Zoom application,"We appreciate your application for the Data Analyst role at Zoom. Unfortunately, we have concluded our hiring process. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Bloomberg Recruiting Team — Update,"We appreciate the opportunity to review your application. However, we have decided not to proceed. We wish you success in your future job search.",icims.com,REJECTED
Update on your application — Zoom,"We value your interest in joining Zoom. At this time, your application was not selected. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Application outcome — Adobe,"We appreciate the opportunity to review your application. However, unfortunately. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
ServiceNow — Application Status (DevOps Engineer),"We value your interest in joining ServiceNow. At this time, we will not be moving forward. Thank you for your interest in our company and for applying.",taleo.net,REJECTED
Your Tesla application,"Thank you for considering Tesla as a potential employer. Unfortunately, unfortunately. Thank you for your interest in our company and for applying.",jobs.company.com,REJECTED
Netflix: Hiring decision for ML Engineer,"Thank you for taking the time to apply to Netflix. After reviewing your application, we regret to inform you. Thank you for your interest in our company and for applying.",recruiting.company.com,REJECTED
Nvidia: Hiring decision for Software Engineer,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We wish you success in your future job search.",workday.com,REJECTED
Snowflake Recruiting Team — Update,"We appreciate your application for the Data Analyst role at Snowflake. Unfortunately, we have concluded our hiring process. We appreciate your interest and wish you the best in your career journey.",smartrecruiters.com,REJECTED
Your VMware application,"After careful review of your background and experience, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",noreply.workday.com,REJECTED
Amazon: Hiring decision for Site Reliability Engineer,Thank you for your application to the Site Reliability Engineer position. We regret to inform you that unfortunately. We appreciate the time and effort you invested in your application.,icims.com,REJECTED
Your ServiceNow application,"After careful review of your background and experience, we have concluded our hiring process. We encourage you to apply again in the future if another role aligns with your experience.",myworkday.com,REJECTED
Microsoft: Hiring decision for Software Engineer,"We appreciate your application for the Software Engineer role at Microsoft. Unfortunately, we will not be progressing with your application. We wish you success in your future job search.",noreply.workday.com,REJECTED
DoorDash Careers — Product Manager,"We value your interest in joining DoorDash. At this time, unfortunately. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Your Apple application,"Thank you for your interest in the Solutions Engineer position at Apple. After careful consideration, your application was not selected. We encourage you to apply again in the future if another role aligns with your expe",greenhouse.io,REJECTED
Tesla: Hiring decision for Data Analyst,"We appreciate the opportunity to review your application. However, the position has been filled. We appreciate the time and effort you invested in your application.",jobs.company.com,REJECTED
Apple: Hiring decision for Software Engineer,Thank you for your application to the Software Engineer position. We regret to inform you that unfortunately. We appreciate the time and effort you invested in your application.,lever.co,REJECTED
Regarding your application at Notion,"We appreciate your application for the ML Engineer role at Notion. Unfortunately, we have decided not to proceed. We appreciate your interest and wish you the best in your career journey.",recruiting.company.com,REJECTED
Update on your application — Meta,"Thank you for taking the time to apply to Meta. After reviewing your application, we will not be moving forward. We wish you success in your future job search.",icims.com,REJECTED
Update on your application — Apple,Thank you for your application to the Product Manager position. We regret to inform you that the position has been filled. We appreciate your interest and wish you the best in your career journey.,notifications.lever.co,REJECTED
Atlassian Careers — Full‑Stack Engineer,"Thank you for considering Atlassian as a potential employer. Unfortunately, unfortunately. We wish you success in your future job search.",workday.com,REJECTED
Regarding your application at Salesforce,Thank you for your application to the Applied Scientist position. We regret to inform you that the position has been filled. We wish you success in your future job search.,icims.com,REJECTED
Okta: Hiring decision for Data Scientist,Thank you for your application to the Data Scientist position. We regret to inform you that we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.,greenhouse.io,REJECTED
Your Airbnb application,"After careful review of your background and experience, your application was not selected. Thank you for your interest in our company and for applying.",careers.company.com,REJECTED
VMware Careers — Backend Engineer,Thank you for your application to the Backend Engineer position. We regret to inform you that the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.,noreply.workday.com,REJECTED
Google Careers — Security Engineer,"After careful review of your background and experience, your application was not selected. We encourage you to apply again in the future if another role aligns with your experience.",lever.co,REJECTED
Your Notion application,"Thank you for taking the time to apply to Notion. After reviewing your application, your application was not selected. We appreciate the time and effort you invested in your application.",successfactors.com,REJECTED
Adobe — Application Status (Full‑Stack Engineer),Thank you for your application to the Full‑Stack Engineer position. We regret to inform you that unfortunately. We encourage you to apply again in the future if another role aligns with your experience.,jobs.company.com,REJECTED
Shopify Recruiting Team — Update,"Thank you for considering Shopify as a potential employer. Unfortunately, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Application outcome — Zoom,"We appreciate your application for the Applied Scientist role at Zoom. Unfortunately, we have decided not to proceed. We appreciate your interest and wish you the best in your career journey.",careers.company.com,REJECTED
Application outcome — Amazon,"We appreciate your application for the Data Scientist role at Amazon. Unfortunately, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",careers.company.com,REJECTED
Application outcome — Shopify,"After careful review of your background and experience, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your application.",notifications.lever.co,REJECTED
VMware: Hiring decision for Full‑Stack Engineer,Thank you for your application to the Full‑Stack Engineer position. We regret to inform you that unfortunately. We wish you success in your future job search.,smartrecruiters.com,REJECTED
Oracle Recruiting Team — Update,"After careful review of your background and experience, unfortunately. We appreciate your interest and wish you the best in your career journey.",greenhouse.io,REJECTED
Regarding your application at Cisco,Thank you for your application to the Data Analyst position. We regret to inform you that the position has been filled. We appreciate the time and effort you invested in your application.,taleo.net,REJECTED
Regarding your application at Cisco,"Thank you for your interest in the Applied Scientist position at Cisco. After careful consideration, we have chosen to move forward with other candidates. We appreciate the time and effort you invested in your applicatio",workday.com,REJECTED
Regarding your application at Nvidia,"After careful review of your background and experience, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",myworkday.com,REJECTED
Google Recruiting Team — Update,"Thank you for considering Google as a potential employer. Unfortunately, we will not be moving forward. We wish you success in your future job search.",recruiting.company.com,REJECTED
Apple Recruiting Team — Update,Thank you for your application to the Site Reliability Engineer position. We regret to inform you that we will not be progressing with your application. We encourage you to apply again in the future if another role align,careers.company.com,REJECTED
Oracle Recruiting Team — Update,"After careful review of your background and experience, unfortunately. We encourage you to apply again in the future if another role aligns with your experience.",jobs.company.com,REJECTED
Update on your application — Snowflake,"After careful review of your background and experience, your application was not selected. We encourage you to apply again in the future if another role aligns with your experience.",successfactors.com,REJECTED
Application outcome — Bloomberg,"Thank you for considering Bloomberg as a potential employer. Unfortunately, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",smartrecruiters.com,REJECTED
Meta: Hiring decision for Product Manager,"We value your interest in joining Meta. At this time, the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.",careers.company.com,REJECTED
Your Apple application,"Thank you for considering Apple as a potential employer. Unfortunately, we will not be moving forward. We wish you success in your future job search.",noreply.greenhouse.io,REJECTED
Apple Careers — Data Analyst,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We wish you success in your future job search.",careers.company.com,REJECTED
Palantir — Application Status (Software Engineer),"We appreciate your application for the Software Engineer role at Palantir. Unfortunately, we have decided not to proceed. Thank you for your interest in our company and for applying.",greenhouse.io,REJECTED
Zoom Careers — Frontend Engineer,"After careful review of your background and experience, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",greenhouse.io,REJECTED
Update on your application — Okta,"Thank you for considering Okta as a potential employer. Unfortunately, we regret to inform you. We wish you success in your future job search.",careers.company.com,REJECTED
Your Notion application,"After careful review of your background and experience, the position has been filled. We wish you success in your future job search.",noreply.workday.com,REJECTED
Application outcome — Figma,"Thank you for taking the time to apply to Figma. After reviewing your application, unfortunately. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Adobe Recruiting Team — Update,"We appreciate your application for the QA Engineer role at Adobe. Unfortunately, the position has been filled. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Figma — Application Status (Site Reliability Engineer),Thank you for your application to the Site Reliability Engineer position. We regret to inform you that we have chosen to move forward with other candidates. We wish you success in your future job search.,noreply.greenhouse.io,REJECTED
Adobe Careers — ML Engineer,"Thank you for considering Adobe as a potential employer. Unfortunately, unfortunately. We appreciate the time and effort you invested in your application.",myworkday.com,REJECTED
Apple Careers — Data Scientist,"We appreciate your application for the Data Scientist role at Apple. Unfortunately, we will not be progressing with your application. Thank you for your interest in our company and for applying.",workday.com,REJECTED
Databricks Recruiting Team — Update,"Thank you for considering Databricks as a potential employer. Unfortunately, we have chosen to move forward with other candidates. We wish you success in your future job search.",workday.com,REJECTED
Your Uber application,"Thank you for your interest in the Full‑Stack Engineer position at Uber. After careful consideration, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experien",icims.com,REJECTED
Application outcome — DoorDash,Thank you for your application to the Full‑Stack Engineer position. We regret to inform you that we regret to inform you. We appreciate your interest and wish you the best in your career journey.,noreply.greenhouse.io,REJECTED
Nvidia Careers — Product Manager,"We appreciate your application for the Product Manager role at Nvidia. Unfortunately, we will not be moving forward. We wish you success in your future job search.",notifications.lever.co,REJECTED
Twilio — Application Status (Site Reliability Engineer),"We value your interest in joining Twilio. At this time, we have decided not to proceed. Thank you for your interest in our company and for applying.",myworkday.com,REJECTED
Salesforce Recruiting Team — Update,Thank you for your application to the Security Engineer position. We regret to inform you that we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journe,myworkday.com,REJECTED
Application outcome — DoorDash,"Thank you for taking the time to apply to DoorDash. After reviewing your application, your application was not selected. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Regarding your application at Figma,"Thank you for your interest in the Backend Engineer position at Figma. After careful consideration, we will not be moving forward. We wish you success in your future job search.",noreply.workday.com,REJECTED
Twilio — Application Status (Security Engineer),"We appreciate your application for the Security Engineer role at Twilio. Unfortunately, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",myworkday.com,REJECTED
Meta: Hiring decision for Frontend Engineer,"Thank you for taking the time to apply to Meta. After reviewing your application, we will not be progressing with your application. We appreciate the time and effort you invested in your application.",greenhouse.io,REJECTED
Update on your application — Oracle,"After careful review of your background and experience, we have concluded our hiring process. We wish you success in your future job search.",successfactors.com,REJECTED
Update on your application — Intuit,"Thank you for your interest in the Backend Engineer position at Intuit. After careful consideration, the position has been filled. Thank you for your interest in our company and for applying.",greenhouse.io,REJECTED
Zoom: Hiring decision for Backend Engineer,"After careful review of your background and experience, we have chosen to move forward with other candidates. We encourage you to apply again in the future if another role aligns with your experience.",myworkday.com,REJECTED
Your Zoom application,"We value your interest in joining Zoom. At this time, we will not be moving forward. Thank you for your interest in our company and for applying.",smartrecruiters.com,REJECTED
Meta: Hiring decision for Solutions Engineer,Thank you for your application to the Solutions Engineer position. We regret to inform you that we will not be moving forward. Thank you for your interest in our company and for applying.,successfactors.com,REJECTED
Microsoft Careers — Product Manager,"We value your interest in joining Microsoft. At this time, we have concluded our hiring process. We appreciate your interest and wish you the best in your career journey.",workday.com,REJECTED
Update on your application — Palantir,"We appreciate the opportunity to review your application. However, we regret to inform you. We wish you success in your future job search.",notifications.lever.co,REJECTED
Uber Recruiting Team — Update,"After careful review of your background and experience, we will not be moving forward. Thank you for your interest in our company and for applying.",noreply.greenhouse.io,REJECTED
Snowflake Careers — Full‑Stack Engineer,Thank you for your application to the Full‑Stack Engineer position. We regret to inform you that your application was not selected. We wish you success in your future job search.,careers.company.com,REJECTED
DoorDash: Hiring decision for Data Analyst,"We appreciate your application for the Data Analyst role at DoorDash. Unfortunately, we have chosen to move forward with other candidates. We wish you success in your future job search.",recruiting.company.com,REJECTED
Snowflake Careers — Solutions Engineer,"Thank you for taking the time to apply to Snowflake. After reviewing your application, your application was not selected. We appreciate your interest and wish you the best in your career journey.",recruiting.company.com,REJECTED
Application outcome — Netflix,"We appreciate your application for the Data Analyst role at Netflix. Unfortunately, we regret to inform you. Thank you for your interest in our company and for applying.",noreply.workday.com,REJECTED
Update on your application — Tesla,"We value your interest in joining Tesla. At this time, the position has been filled. We encourage you to apply again in the future if another role aligns with your experience.",smartrecruiters.com,REJECTED
Update on your application — Zoom,"After careful review of your background and experience, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",careers.company.com,REJECTED
Figma Careers — Applied Scientist,"Thank you for taking the time to apply to Figma. After reviewing your application, unfortunately. Thank you for your interest in our company and for applying.",myworkday.com,REJECTED
Update on your application — Atlassian,"Thank you for considering Atlassian as a potential employer. Unfortunately, your application was not selected. Thank you for your interest in our company and for applying.",taleo.net,REJECTED
Update on your application — Tesla,"We appreciate the opportunity to review your application. However, the position has been filled. We appreciate the time and effort you invested in your application.",jobs.company.com,REJECTED
Application outcome — Databricks,Thank you for your application to the Data Analyst position. We regret to inform you that we will not be progressing with your application. Thank you for your interest in our company and for applying.,workday.com,REJECTED
Palantir Careers — ML Engineer,"We appreciate the opportunity to review your application. However, we will not be moving forward. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Your Amazon application,"We appreciate your application for the Data Scientist role at Amazon. Unfortunately, we have decided not to proceed. We appreciate the time and effort you invested in your application.",greenhouse.io,REJECTED
Application outcome — Atlassian,"After careful review of your background and experience, your application was not selected. Thank you for your interest in our company and for applying.",lever.co,REJECTED
Regarding your application at Figma,"We appreciate the opportunity to review your application. However, we will not be progressing with your application. We wish you success in your future job search.",recruiting.company.com,REJECTED
Google: Hiring decision for ML Engineer,"We value your interest in joining Google. At this time, the position has been filled. We appreciate the time and effort you invested in your application.",careers.company.com,REJECTED
Update on your application — Shopify,"Thank you for considering Shopify as a potential employer. Unfortunately, we will not be moving forward. We appreciate your interest and wish you the best in your career journey.",jobs.company.com,REJECTED
Figma — Application Status (Software Engineer),"Thank you for considering Figma as a potential employer. Unfortunately, we have concluded our hiring process. We appreciate the time and effort you invested in your application.",smartrecruiters.com,REJECTED
Atlassian — Application Status (Data Analyst),"We appreciate the opportunity to review your application. However, we regret to inform you. We encourage you to apply again in the future if another role aligns with your experience.",greenhouse.io,REJECTED
Application outcome — Tesla,"Thank you for your interest in the Applied Scientist position at Tesla. After careful consideration, your application was not selected. We appreciate your interest and wish you the best in your career journey.",successfactors.com,REJECTED
Nvidia: Hiring decision for Applied Scientist,Thank you for your application to the Applied Scientist position. We regret to inform you that the position has been filled. Thank you for your interest in our company and for applying.,taleo.net,REJECTED
Okta Recruiting Team — Update,"Thank you for considering Okta as a potential employer. Unfortunately, unfortunately. We wish you success in your future job search.",icims.com,REJECTED
Tesla Careers — Full‑Stack Engineer,"We appreciate the opportunity to review your application. However, we have decided not to proceed. We encourage you to apply again in the future if another role aligns with your experience.",icims.com,REJECTED
Your Cisco application,Thank you for your application to the Security Engineer position. We regret to inform you that we have decided not to proceed. We appreciate the time and effort you invested in your application.,notifications.lever.co,REJECTED
Oracle Careers — Backend Engineer,"We value your interest in joining Oracle. At this time, the position has been filled. We appreciate the time and effort you invested in your application.",lever.co,REJECTED
Salesforce: Hiring decision for Data Analyst,Thank you for your application to the Data Analyst position. We regret to inform you that the position has been filled. Thank you for your interest in our company and for applying.,greenhouse.io,REJECTED
Amazon: Hiring decision for Security Engineer,"We value your interest in joining Amazon. At this time, we have chosen to move forward with other candidates. We appreciate your interest and wish you the best in your career journey.",lever.co,REJECTED
DoorDash Careers — Data Scientist,"We appreciate the opportunity to review your application. However, we have decided not to proceed. We appreciate the time and effort you invested in your application.",taleo.net,REJECTED
